6483
41   ( 2.7138, -1.59572)  ( 2.75606, -1.56) 
44   ( 2.79524, -1.52056)  ( 2.7722, -1.51034) 
44   ( 2.67154, -1.63144)  ( 2.7138, -1.59572) 
45   ( 2.62638, -1.66335)  ( 2.67154, -1.63144) 
44   ( 2.7138, -1.59572)  ( 2.71273, -1.59374) 
45   ( 2.58121, -1.69527)  ( 2.62638, -1.66335) 
45   ( 2.53328, -1.72322)  ( 2.58121, -1.69527) 
45   ( 2.62638, -1.66335)  ( 2.60946, -1.63941) 
45   ( 2.48535, -1.75118)  ( 2.53328, -1.72322) 
45   ( 2.43475, -1.77495)  ( 2.48535, -1.75118) 
45   ( 2.53328, -1.72322)  ( 2.51567, -1.70899) 
45   ( 2.38415, -1.79873)  ( 2.43475, -1.77495) 
45   ( 2.33099, -1.81802)  ( 2.38415, -1.79873) 
45   ( 2.43475, -1.77495)  ( 2.43521, -1.77045) 
45   ( 2.27783, -1.83731)  ( 2.33099, -1.81802) 
44   ( 2.22223, -1.8517)  ( 2.27783, -1.83731) 
45   ( 2.33099, -1.81802)  ( 2.32277, -1.79536) 
44   ( 2.16663, -1.86609)  ( 2.22223, -1.8517) 
44   ( 2.1088, -1.87508)  ( 2.16663, -1.86609) 
41   ( 2.22223, -1.8517)  ( 2.206, -1.8375) 
44   ( 2.05097, -1.88407)  ( 2.1088, -1.87508) 
45   ( 1.99126, -1.88706)  ( 2.05097, -1.88407) 
44   ( 2.1088, -1.87508)  ( 2.11703, -1.86755) 
45   ( 1.93154, -1.89006)  ( 1.99126, -1.88706) 
45   ( 1.87161, -1.88658)  ( 1.93154, -1.89006) 
45   ( 1.99126, -1.88706)  ( 1.99043, -1.87067) 
44   ( 1.81168, -1.8831)  ( 1.87161, -1.88658) 
44   ( 1.75393, -1.87355)  ( 1.81168, -1.8831) 
45   ( 1.87161, -1.88658)  ( 1.84323, -1.87072) 
45   ( 1.69618, -1.86399)  ( 1.75393, -1.87355) 
45   ( 1.64096, -1.84904)  ( 1.69618, -1.86399) 
45   ( 1.75393, -1.87355)  ( 1.78485, -1.86544) 
45   ( 1.58575, -1.83408)  ( 1.64096, -1.84904) 
45   ( 1.53324, -1.81432)  ( 1.58575, -1.83408) 
45   ( 1.64096, -1.84904)  ( 1.64445, -1.83616) 
45   ( 1.48074, -1.79455)  ( 1.53324, -1.81432) 
